322,"""clean""","""POSITIVE"""
323,"""cleaner""","""POSITIVE"""
324,"""cleanest""","""POSITIVE"""
325,"""cleanliness""","""POSITIVE"""
326,"""cleanly""","""POSITIVE"""
327,"""clear""","""POSITIVE"""
328,"""clear-cut""","""POSITIVE"""
329,"""cleared""","""POSITIVE"""
330,"""clearer""","""POSITIVE"""
331,"""clearly""","""POSITIVE"""
332,"""clears""","""POSITIVE"""
333,"""clever""","""POSITIVE"""
334,"""cleverly""","""POSITIVE"""
335,"""cohere""","""POSITIVE"""
336,"""coherence""","""POSITIVE"""
337,"""coherent""","""POSITIVE"""
338,"""cohesive""","""POSITIVE"""
339,"""colorful""","""POSITIVE"""
340,"""comely""","""POSITIVE"""
341,"""comfort""","""POSITIVE"""
342,"""comfortable""","""POSITIVE"""
343,"""comfortably""","""POSITIVE"""
344,"""comforting""","""POSITIVE"""
345,"""comfy""","""POSITIVE"""
346,"""commend""","""POSITIVE"""
347,"""commendable""","""POSITIVE"""
348,"""commendably""","""POSITIVE"""
349,"""commitment""","""POSITIVE"""
350,"""commodious""","""POSITIVE"""
351,"""compact""","""POSITIVE"""
352,"""compactly""","""POSITIVE"""
353,"""compassion""","""POSITIVE"""
354,"""compassionate""","""POSITIVE"""
355,"""compatible""","""POSITIVE"""
356,"""competitive""","""POSITIVE"""
357,"""complement""","""POSITIVE"""
358,"""complementary""","""POSITIVE"""
359,"""complemented""","""POSITIVE"""
360,"""complements""","""POSITIVE"""
361,"""compliant""","""POSITIVE"""
362,"""compliment""","""POSITIVE"""
363,"""complimentary""","""POSITIVE"""
364,"""comprehensive""","""POSITIVE"""
365,"""conciliate""","""POSITIVE"""
366,"""conciliatory""","""POSITIVE"""
367,"""concise""","""POSITIVE"""
368,"""confidence""","""POSITIVE"""
369,"""confident""","""POSITIVE"""
370,"""congenial""","""POSITIVE"""
371,"""congratulate""","""POSITIVE"""
372,"""congratulation""","""POSITIVE"""
373,"""congratulations""","""POSITIVE"""
374,"""congratulatory""","""POSITIVE"""
375,"""conscientious""","""POSITIVE"""
376,"""considerate""","""POSITIVE"""
377,"""consistent""","""POSITIVE"""
378,"""consistently""","""POSITIVE"""
379,"""constructive""","""POSITIVE"""
380,"""consummate""","""POSITIVE"""
381,"""contentment""","""POSITIVE"""
382,"""continuity""","""POSITIVE"""
383,"""contrasty""","""POSITIVE"""
384,"""contribution""","""POSITIVE"""
385,"""convenience""","""POSITIVE"""
386,"""convenient""","""POSITIVE"""
387,"""conveniently""","""POSITIVE"""
388,"""convience""","""POSITIVE"""
389,"""convienient""","""POSITIVE"""
390,"""convient""","""POSITIVE"""
391,"""convincing""","""POSITIVE"""
392,"""convincingly""","""POSITIVE"""
393,"""cool""","""POSITIVE"""
394,"""coolest""","""POSITIVE"""
395,"""cooperative""","""POSITIVE"""
396,"""cooperatively""","""POSITIVE"""
397,"""cornerstone""","""POSITIVE"""
398,"""correct""","""POSITIVE"""
399,"""correctly""","""POSITIVE"""
400,"""cost-effective""","""POSITIVE"""
401,"""cost-saving""","""POSITIVE"""
402,"""counter-attack""","""POSITIVE"""
403,"""counter-attacks""","""POSITIVE"""
404,"""courage""","""POSITIVE"""
405,"""courageous""","""POSITIVE"""
406,"""courageously""","""POSITIVE"""
407,"""courageousness""","""POSITIVE"""
408,"""courteous""","""POSITIVE"""
409,"""courtly""","""POSITIVE"""
410,"""covenant""","""POSITIVE"""
411,"""cozy""","""POSITIVE"""
412,"""creative""","""POSITIVE"""
413,"""credence""","""POSITIVE"""
414,"""credible""","""POSITIVE"""
415,"""crisp""","""POSITIVE"""
416,"""crisper""","""POSITIVE"""
417,"""cure""","""POSITIVE"""
418,"""cure-all""","""POSITIVE"""
419,"""cushy""","""POSITIVE"""
420,"""cute""","""POSITIVE"""
421,"""cuteness""","""POSITIVE"""
422,"""danke""","""POSITIVE"""
423,"""danken""","""POSITIVE"""
424,"""daring""","""POSITIVE"""
425,"""daringly""","""POSITIVE"""
426,"""darling""","""POSITIVE"""
427,"""dashing""","""POSITIVE"""
428,"""dauntless""","""POSITIVE"""
429,"""dawn""","""POSITIVE"""
430,"""dazzle""","""POSITIVE"""
431,"""dazzled""","""POSITIVE"""
432,"""dazzling""","""POSITIVE"""
433,"""dead-cheap""","""POSITIVE"""
434,"""dead-on""","""POSITIVE"""
435,"""decency""","""POSITIVE"""
436,"""decent""","""POSITIVE"""
437,"""decisive""","""POSITIVE"""
438,"""decisiveness""","""POSITIVE"""
439,"""dedicated""","""POSITIVE"""
440,"""defeat""","""POSITIVE"""
441,"""defeated""","""POSITIVE"""
442,"""defeating""","""POSITIVE"""
443,"""defeats""","""POSITIVE"""
444,"""defender""","""POSITIVE"""
445,"""deference""","""POSITIVE"""
446,"""deft""","""POSITIVE"""
447,"""deginified""","""POSITIVE"""
448,"""delectable""","""POSITIVE"""
449,"""delicacy""","""POSITIVE"""
450,"""delicate""","""POSITIVE"""
451,"""delicious""","""POSITIVE"""
452,"""delight""","""POSITIVE"""
453,"""delighted""","""POSITIVE"""
454,"""delightful""","""POSITIVE"""
455,"""delightfully""","""POSITIVE"""
456,"""delightfulness""","""POSITIVE"""
457,"""dependable""","""POSITIVE"""
458,"""dependably""","""POSITIVE"""
459,"""deservedly""","""POSITIVE"""
460,"""deserving""","""POSITIVE"""
461,"""desirable""","""POSITIVE"""
462,"""desiring""","""POSITIVE"""
463,"""desirous""","""POSITIVE"""
464,"""destiny""","""POSITIVE"""
465,"""detachable""","""POSITIVE"""
466,"""devout""","""POSITIVE"""
467,"""dexterous""","""POSITIVE"""
468,"""dexterously""","""POSITIVE"""
469,"""dextrous""","""POSITIVE"""
470,"""dignified""","""POSITIVE"""
471,"""dignify""","""POSITIVE"""
472,"""dignity""","""POSITIVE"""
473,"""diligence""","""POSITIVE"""
474,"""diligent""","""POSITIVE"""
475,"""diligently""","""POSITIVE"""
476,"""diplomatic""","""POSITIVE"""
477,"""dirt-cheap""","""POSITIVE"""
478,"""distinction""","""POSITIVE"""
479,"""distinctive""","""POSITIVE"""
480,"""distinguished""","""POSITIVE"""
481,"""diversified""","""POSITIVE"""
482,"""divine""","""POSITIVE"""
483,"""divinely""","""POSITIVE"""
484,"""dominate""","""POSITIVE"""
485,"""dominated""","""POSITIVE"""
486,"""dominates""","""POSITIVE"""
487,"""dote""","""POSITIVE"""
488,"""dotingly""","""POSITIVE"""
489,"""doubtless""","""POSITIVE"""
490,"""dreamland""","""POSITIVE"""
491,"""dumbfounded""","""POSITIVE"""
492,"""dumbfounding""","""POSITIVE"""
493,"""dummy-proof""","""POSITIVE"""
494,"""durable""","""POSITIVE"""
495,"""dynamic""","""POSITIVE"""
496,"""eager""","""POSITIVE"""
497,"""eagerly""","""POSITIVE"""
498,"""eagerness""","""POSITIVE"""
499,"""earnest""","""POSITIVE"""
500,"""earnestly""","""POSITIVE"""
501,"""earnestness""","""POSITIVE"""
502,"""ease""","""POSITIVE"""
503,"""eased""","""POSITIVE"""
504,"""eases""","""POSITIVE"""
505,"""easier""","""POSITIVE"""
506,"""easiest""","""POSITIVE"""
507,"""easiness""","""POSITIVE"""
508,"""easing""","""POSITIVE"""
509,"""easy""","""POSITIVE"""
510,"""easy-to-use""","""POSITIVE"""
511,"""easygoing""","""POSITIVE"""
512,"""ebullience""","""POSITIVE"""
513,"""ebullient""","""POSITIVE"""
514,"""ebulliently""","""POSITIVE"""
515,"""ecenomical""","""POSITIVE"""
516,"""economical""","""POSITIVE"""
517,"""ecstasies""","""POSITIVE"""
518,"""ecstasy""","""POSITIVE"""
519,"""ecstatic""","""POSITIVE"""
520,"""ecstatically""","""POSITIVE"""
521,"""edify""","""POSITIVE"""
522,"""educated""","""POSITIVE"""
523,"""effective""","""POSITIVE"""
524,"""effectively""","""POSITIVE"""
525,"""effectiveness""","""POSITIVE"""
526,"""effectual""","""POSITIVE"""
527,"""efficacious""","""POSITIVE"""
528,"""efficient""","""POSITIVE"""
529,"""efficiently""","""POSITIVE"""
530,"""effortless""","""POSITIVE"""
531,"""effortlessly""","""POSITIVE"""
532,"""effusion""","""POSITIVE"""
533,"""effusive""","""POSITIVE"""
534,"""effusively""","""POSITIVE"""
535,"""effusiveness""","""POSITIVE"""
536,"""elan""","""POSITIVE"""
537,"""elate""","""POSITIVE"""
538,"""elated""","""POSITIVE"""
539,"""elatedly""","""POSITIVE"""
540,"""elation""","""POSITIVE"""
541,"""electrify""","""POSITIVE"""
542,"""elegance""","""POSITIVE"""
543,"""elegant""","""POSITIVE"""
544,"""elegantly""","""POSITIVE"""
545,"""elevate""","""POSITIVE"""
546,"""elite""","""POSITIVE"""
547,"""eloquence""","""POSITIVE"""
548,"""eloquent""","""POSITIVE"""
549,"""eloquently""","""POSITIVE"""
550,"""embolden""","""POSITIVE"""
551,"""eminence""","""POSITIVE"""
552,"""eminent""","""POSITIVE"""
553,"""empathize""","""POSITIVE"""
554,"""empathy""","""POSITIVE"""
555,"""empower""","""POSITIVE"""
556,"""empowerment""","""POSITIVE"""
557,"""enchant""","""POSITIVE"""
558,"""enchanted""","""POSITIVE"""
559,"""enchanting""","""POSITIVE"""
560,"""enchantingly""","""POSITIVE"""
561,"""encourage""","""POSITIVE"""
562,"""encouragement""","""POSITIVE"""
563,"""encouraging""","""POSITIVE"""
564,"""encouragingly""","""POSITIVE"""
565,"""endear""","""POSITIVE"""
566,"""endearing""","""POSITIVE"""
567,"""endorse""","""POSITIVE"""
568,"""endorsed""","""POSITIVE"""
569,"""endorsement""","""POSITIVE"""
570,"""endorses""","""POSITIVE"""
571,"""endorsing""","""POSITIVE"""
572,"""energetic""","""POSITIVE"""
573,"""energize""","""POSITIVE"""
574,"""energy-efficient""","""POSITIVE"""
575,"""energy-saving""","""POSITIVE"""
576,"""engaging""","""POSITIVE"""
577,"""engrossing""","""POSITIVE"""
578,"""enhance""","""POSITIVE"""
579,"""enhanced""","""POSITIVE"""
580,"""enhancement""","""POSITIVE"""
581,"""enhances""","""POSITIVE"""
582,"""enjoyable""","""POSITIVE"""
583,"""enjoyably""","""POSITIVE"""
584,"""enjoyed""","""POSITIVE"""
585,"""enjoying""","""POSITIVE"""
586,"""enjoyment""","""POSITIVE"""
587,"""enjoys""","""POSITIVE"""
588,"""enlighten""","""POSITIVE"""
589,"""enlightenment""","""POSITIVE"""
590,"""enliven""","""POSITIVE"""
591,"""ennoble""","""POSITIVE"""
592,"""enough""","""POSITIVE"""
593,"""enrapt""","""POSITIVE"""
594,"""enrapture""","""POSITIVE"""
595,"""enraptured""","""POSITIVE"""
596,"""enrich""","""POSITIVE"""
597,"""enrichment""","""POSITIVE"""
598,"""enterprising""","""POSITIVE"""
599,"""entertain""","""POSITIVE"""
600,"""entertaining""","""POSITIVE"""
601,"""entertains""","""POSITIVE"""
602,"""enthral""","""POSITIVE"""
603,"""enthrall""","""POSITIVE"""
604,"""enthralled""","""POSITIVE"""
605,"""enthuse""","""POSITIVE"""
606,"""enthusiasm""","""POSITIVE"""
607,"""enthusiast""","""POSITIVE"""
608,"""enthusiastic""","""POSITIVE"""
609,"""enthusiastically""","""POSITIVE"""
610,"""entice""","""POSITIVE"""
611,"""enticed""","""POSITIVE"""
612,"""enticing""","""POSITIVE"""
613,"""enticingly""","""POSITIVE"""
614,"""entranced""","""POSITIVE"""
615,"""entrancing""","""POSITIVE"""
616,"""entrust""","""POSITIVE"""
617,"""enviable""","""POSITIVE"""
618,"""enviably""","""POSITIVE"""
619,"""envious""","""POSITIVE"""
620,"""enviously""","""POSITIVE"""
621,"""enviousness""","""POSITIVE"""
622,"""envy""","""POSITIVE"""
623,"""equitable""","""POSITIVE"""
624,"""ergonomical""","""POSITIVE"""
625,"""err-free""","""POSITIVE"""
626,"""erudite""","""POSITIVE"""
627,"""ethical""","""POSITIVE"""
628,"""eulogize""","""POSITIVE"""
629,"""euphoria""","""POSITIVE"""
630,"""euphoric""","""POSITIVE"""
631,"""euphorically""","""POSITIVE"""
632,"""evaluative""","""POSITIVE"""
633,"""evenly""","""POSITIVE"""
634,"""eventful""","""POSITIVE"""
635,"""everlasting""","""POSITIVE"""
636,"""evocative""","""POSITIVE"""
637,"""exalt""","""POSITIVE"""
638,"""exaltation""","""POSITIVE"""
639,"""exalted""","""POSITIVE"""
640,"""exaltedly""","""POSITIVE"""
641,"""exalting""","""POSITIVE"""
642,"""exaltingly""","""POSITIVE"""
643,"""examplar""","""POSITIVE"""
644,"""examplary""","""POSITIVE"""
645,"""excallent""","""POSITIVE"""
646,"""exceed""","""POSITIVE"""
647,"""exceeded""","""POSITIVE"""
648,"""exceeding""","""POSITIVE"""
649,"""exceedingly""","""POSITIVE"""
650,"""exceeds""","""POSITIVE"""
651,"""excel""","""POSITIVE"""
652,"""exceled""","""POSITIVE"""
653,"""excelent""","""POSITIVE"""
654,"""excellant""","""POSITIVE"""
655,"""excelled""","""POSITIVE"""
656,"""excellence""","""POSITIVE"""
657,"""excellency""","""POSITIVE"""
658,"""excellently""","""POSITIVE"""
659,"""excels""","""POSITIVE"""
660,"""exceptional""","""POSITIVE"""
661,"""exceptionally""","""POSITIVE"""
662,"""excite""","""POSITIVE"""
663,"""excited""","""POSITIVE"""
664,"""excitedly""","""POSITIVE"""
665,"""excitedness""","""POSITIVE"""
666,"""excitement""","""POSITIVE"""
667,"""excites""","""POSITIVE"""
668,"""exciting""","""POSITIVE"""
669,"""excitingly""","""POSITIVE"""
670,"""exellent""","""POSITIVE"""
671,"""exemplar""","""POSITIVE"""
672,"""exemplary""","""POSITIVE"""
673,"""exhilarate""","""POSITIVE"""
674,"""exhilarating""","""POSITIVE"""
675,"""exhilaratingly""","""POSITIVE"""
676,"""exhilaration""","""POSITIVE"""
677,"""exonerate""","""POSITIVE"""
678,"""expansive""","""POSITIVE"""
679,"""expeditiously""","""POSITIVE"""
680,"""expertly""","""POSITIVE"""
681,"""exquisite""","""POSITIVE"""
682,"""exquisitely""","""POSITIVE"""
683,"""extol""","""POSITIVE"""
684,"""extoll""","""POSITIVE"""
685,"""extraordinarily""","""POSITIVE"""
686,"""extraordinary""","""POSITIVE"""
687,"""exuberance""","""POSITIVE"""
688,"""exuberant""","""POSITIVE"""
689,"""exuberantly""","""POSITIVE"""
690,"""exult""","""POSITIVE"""
691,"""exultant""","""POSITIVE"""
692,"""exultation""","""POSITIVE"""
693,"""exultingly""","""POSITIVE"""
694,"""eye-catch""","""POSITIVE"""
695,"""eye-catching""","""POSITIVE"""
696,"""eyecatch""","""POSITIVE"""
697,"""eyecatching""","""POSITIVE"""
698,"""fabulous""","""POSITIVE"""
699,"""fabulously""","""POSITIVE"""
700,"""facilitate""","""POSITIVE"""
701,"""fair""","""POSITIVE"""
702,"""fairly""","""POSITIVE"""
703,"""fairness""","""POSITIVE"""
704,"""faith""","""POSITIVE"""
705,"""faithful""","""POSITIVE"""
706,"""faithfully""","""POSITIVE"""
707,"""faithfulness""","""POSITIVE"""
708,"""fame""","""POSITIVE"""
709,"""famed""","""POSITIVE"""
710,"""famous""","""POSITIVE"""
711,"""famously""","""POSITIVE"""
712,"""fancier""","""POSITIVE"""
713,"""fancinating""","""POSITIVE"""
714,"""fancy""","""POSITIVE"""
715,"""fanfare""","""POSITIVE"""
716,"""fans""","""POSITIVE"""
717,"""fantastic""","""POSITIVE"""
718,"""fantastically""","""POSITIVE"""
719,"""fascinate""","""POSITIVE"""
720,"""fascinating""","""POSITIVE"""
721,"""fascinatingly""","""POSITIVE"""
722,"""fascination""","""POSITIVE"""
723,"""fashionable""","""POSITIVE"""
